,Incident Day of Week,Incident Category,Intersection,Latitude,Longitude,probability,rate,overnight,openSpaces,numberOfCameras
258,Tuesday,Other Miscellaneous,29TH ST \ DIAMOND ST,37.74316145,-122.435559,81,0,1,6,12
259,Friday,Malicious Mischief,29TH ST \ MISSION ST,37.74403763,-122.4208937,80,0,1,5,9
260,Monday,Burglary,29TH ST \ NOE ST,37.74343074,-122.4311003,56,0,1,4,12
261,Friday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,8,0,1,1,12
262,Tuesday,Assault,29TH ST \ MISSION ST,37.74403763,-122.4208937,56,0,1,4,6
263,Wednesday,Motor Vehicle Theft,29TH ST \ CASTRO ST \ DAY ST,37.743296,-122.4333195,85,0,1,4,12
264,Thursday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,85,0,1,5,12
265,Sunday,Malicious Mischief,29TH ST \ DOLORES ST,37.74383822,-122.4243849,30,0,1,5,5
266,Thursday,Larceny Theft,ZIRCON PL \ 29TH ST,37.74321758,-122.4346217,59,0,1,18,9
267,Tuesday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,41,0,1,4,12
268,Sunday,Larceny Theft,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,85,0,1,20,12
269,Friday,Larceny Theft,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,90,0,1,8,4
270,Saturday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316145,-122.435559,59,0,1,18,12
271,Tuesday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,41,0,1,4,11
272,Sunday,Malicious Mischief,29TH ST \ CHURCH ST,37.74369958,-122.4266704,42,0,1,5,12
273,Thursday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,67,0,1,9,9
274,Monday,Fraud,29TH ST \ NOE ST,37.74343074,-122.4311003,27,0,1,1,12
275,Saturday,Burglary,29TH ST \ MISSION ST,37.74403763,-122.4208937,70,0,1,14,12
276,Tuesday,Warrant,29TH ST \ MISSION ST,37.74403763,-122.4208937,,0,1,0,11
277,Tuesday,Burglary,29TH ST \ CHURCH ST,37.74369958,-122.4266704,36,0,1,6,11
278,Saturday,Fraud,29TH ST \ CHURCH ST,37.74369958,-122.4266704,61,0,1,4,9
279,Friday,Motor Vehicle Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,36,0,1,12,12
280,Monday,Miscellaneous Investigation,29TH ST \ MISSION ST,37.74403763,-122.4208937,78,0,1,4,12
281,Thursday,Non-Criminal,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,29,0,1,3,12
282,Sunday,Malicious Mischief,29TH ST \ MISSION ST,37.74403763,-122.4208937,87,0,1,7,6
283,Sunday,Larceny Theft,29TH ST \ CASTRO ST \ DAY ST,37.743296,-122.4333195,56,0,1,5,9
284,Friday,Fraud,29TH ST \ NOE ST,37.74343074,-122.4311003,82,0,1,4,12
285,Thursday,Non-Criminal,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,39,0,1,3,12
286,Monday,Motor Vehicle Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,46,0,1,4,12
287,Saturday,Lost Property,29TH ST \ MISSION ST,37.74403763,-122.4208937,78,0,1,3,12
288,Wednesday,Suspicious Occ,29TH ST \ MISSION ST,37.74403763,-122.4208937,45,0,1,4,4
289,Tuesday,Assault,29TH ST \ DIAMOND ST,37.74316145,-122.435559,58,0,1,4,12
290,Thursday,Traffic Collision,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,33,0,1,4,12
291,Sunday,Burglary,29TH ST \ MISSION ST,37.74403763,-122.4208937,60,0,1,3,11
292,Thursday,Larceny Theft,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,65,0,1,5,12
293,Tuesday,Robbery,29TH ST \ MISSION ST,37.74403763,-122.4208937,34,0,1,3,12
294,Wednesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,41,0,1,2,11
295,Monday,Malicious Mischief,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,68,0,1,3,12
296,Friday,Malicious Mischief,29TH ST \ MISSION ST,37.74403763,-122.4208937,45,0,1,2,12
297,Monday,Fraud,29TH ST \ DOLORES ST,37.74383822,-122.4243849,67,0,1,6,11
298,Wednesday,Motor Vehicle Theft,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,32,0,1,1,12
299,Monday,Disorderly Conduct,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,36,0,1,5,12
300,Tuesday,Burglary,29TH ST \ DOLORES ST,37.74383822,-122.4243849,45,0,1,4,11
301,Sunday,Motor Vehicle Theft,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,58,0,1,4,11
302,Sunday,Burglary,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,33,0,1,4,12
303,Saturday,Non-Criminal,29TH ST \ MISSION ST,37.74403763,-122.4208937,60,0,1,3,12
304,Tuesday,Warrant,29TH ST \ MISSION ST,37.74403763,-122.4208937,65,0,1,5,6
305,Sunday,Burglary,29TH ST \ CASTRO ST \ DAY ST,37.743296,-122.4333195,34,0,1,3,12
306,Monday,Other Miscellaneous,29TH ST \ MISSION ST,37.74403763,-122.4208937,41,0,1,2,12
307,Tuesday,Larceny Theft,29TH ST \ DOLORES ST,37.74383822,-122.4243849,68,0,1,3,12
308,Thursday,Drug Offense,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,45,0,1,2,12
309,Tuesday,Motor Vehicle Theft,29TH ST \ DOLORES ST,37.74383822,-122.4243849,67,0,1,6,9
310,Sunday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,32,0,1,1,11
311,Saturday,Offences Against The Family And Children,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,36,0,1,5,11
312,Saturday,Miscellaneous Investigation,29TH ST \ CHURCH ST,37.74369958,-122.4266704,40,0,1,2,11
313,Thursday,Larceny Theft,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,39,0,1,3,12
314,Monday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,82,0,1,4,12
315,Monday,Lost Property,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,24,0,1,2,4
316,Friday,Malicious Mischief,29TH ST \ DIAMOND ST,37.74316145,-122.435559,76,0,1,6,12
317,Saturday,Malicious Mischief,29TH ST \ MISSION ST,37.74403763,-122.4208937,32,0,1,1,12
318,Friday,Malicious Mischief,29TH ST \ MISSION ST,37.74403763,-122.4208937,42,0,1,3,12
319,Thursday,Malicious Mischief,29TH ST \ DOLORES ST,37.74383822,-122.4243849,26,0,1,1,12
320,Friday,Suspicious Occ,29TH ST \ MISSION ST,37.74403763,-122.4208937,78,0,1,6,12
321,Friday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,41,0,1,2,12
322,Wednesday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,68,0,1,3,12
323,Monday,Burglary,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,33,0,1,4,12
324,Tuesday,Warrant,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,60,0,1,3,11
325,Thursday,Recovered Vehicle,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,58,0,1,4,12
326,Sunday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,71,0,1,3,11
327,Wednesday,Larceny Theft,29TH ST \ CHURCH ST,37.74369958,-122.4266704,36,0,1,1,9
328,Monday,Fraud,29TH ST \ NOE ST,37.74343074,-122.4311003,54,0,1,1,12
329,Monday,Case Closure,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,43,0,1,1,6
330,Saturday,Motor Vehicle Theft,29TH ST \ CASTRO ST \ DAY ST,37.743296,-122.4333195,,inf,0,0,12
331,Wednesday,Stolen Property,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,33,0,1,3,11
332,Friday,Lost Property,29TH ST \ CHURCH ST,37.74369958,-122.4266704,47,0,1,2,12
333,Sunday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,42,0,1,3,12
334,Thursday,Other Miscellaneous,29TH ST \ MISSION ST,37.74403763,-122.4208937,73,0,1,8,9
335,Friday,Fraud,29TH ST \ NOE ST,37.74343074,-122.4311003,46,0,1,4,12
336,Friday,Assault,29TH ST \ DOLORES ST,37.74383822,-122.4243849,78,0,1,3,12
337,Saturday,Recovered Vehicle,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,53,0,1,6,12
338,Monday,Assault,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,85,0,1,12,12
339,Saturday,Other Miscellaneous,29TH ST \ MISSION ST,37.74403763,-122.4208937,63,0,1,12,12
340,Sunday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,81,0,1,6,12
341,Sunday,Larceny Theft,29TH ST \ DOLORES ST,37.74383822,-122.4243849,80,0,1,5,11
342,Tuesday,Larceny Theft,29TH ST \ CHURCH ST,37.74369958,-122.4266704,56,0,1,4,12
343,Thursday,Missing Person,29TH ST \ MISSION ST,37.74403763,-122.4208937,8,0,1,1,11
344,Friday,Non-Criminal,29TH ST \ CHURCH ST,37.74369958,-122.4266704,56,0,1,4,4
345,Friday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316145,-122.435559,85,0,1,4,12
346,Friday,Larceny Theft,29TH ST \ DOLORES ST,37.74383822,-122.4243849,85,0,1,5,4
347,Monday,Miscellaneous Investigation,29TH ST \ DIAMOND ST,37.74316145,-122.435559,30,0,1,5,12
348,Tuesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,59,0,1,18,12
349,Sunday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,41,0,1,4,12
350,Saturday,Burglary,29TH ST \ MISSION ST,37.74403763,-122.4208937,85,0,1,20,-1
351,Thursday,Burglary,29TH ST \ CHURCH ST,37.74369958,-122.4266704,90,0,1,8,12
352,Friday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,59,0,1,18,12
353,Wednesday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,41,0,1,4,12
354,Friday,Warrant,29TH ST \ MISSION ST,37.74403763,-122.4208937,42,0,1,5,12
355,Tuesday,Burglary,29TH ST \ MISSION ST,37.74403763,-122.4208937,67,0,1,9,-1
356,Wednesday,Malicious Mischief,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,27,0,1,1,12
357,Sunday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,70,0,1,14,-1
358,Monday,Assault,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,,0,1,0,-1
359,Sunday,Motor Vehicle Theft,29TH ST \ CASTRO ST \ DAY ST,37.743296,-122.4333195,36,0,1,6,-1
360,Friday,Burglary,29TH ST \ MISSION ST,37.74403763,-122.4208937,61,0,1,4,12
361,Saturday,Miscellaneous Investigation,29TH ST \ MISSION ST,37.74403763,-122.4208937,36,0,1,12,12
362,Thursday,Malicious Mischief,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,78,0,1,4,12
363,Tuesday,Disorderly Conduct,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,29,0,1,3,9
364,Monday,Fraud,29TH ST \ NOE ST,37.74343074,-122.4311003,87,0,1,7,12
365,Tuesday,Missing Person,29TH ST \ MISSION ST,37.74403763,-122.4208937,56,0,1,5,12
366,Saturday,Other Miscellaneous,29TH ST \ MISSION ST,37.74403763,-122.4208937,82,0,1,4,-1
367,Thursday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,39,0,1,3,-1
368,Thursday,Traffic Violation Arrest,29TH ST \ MISSION ST,37.74403763,-122.4208937,46,0,1,4,4
369,Sunday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316145,-122.435559,78,0,1,3,4
370,Monday,Non-Criminal,29TH ST \ DIAMOND ST,37.74316145,-122.435559,81,0,1,11,12
371,Saturday,Robbery,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,83,0,1,11,5
372,Wednesday,Motor Vehicle Theft,ZIRCON PL \ 29TH ST,37.74321758,-122.4346217,76,0,1,6,4
373,Thursday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316145,-122.435559,89,0,1,12,12
374,Monday,Malicious Mischief,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,86,0,1,8,11
375,Tuesday,Drug Offense,29TH ST \ CHURCH ST,37.74369958,-122.4266704,38,0,1,1,12
376,Saturday,Other Miscellaneous,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,92,0,1,7,12
377,Wednesday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,93,0,1,16,6
378,Saturday,Burglary,29TH ST \ CASTRO ST \ DAY ST,37.743296,-122.4333195,94,0,1,9,12
379,Friday,Other Miscellaneous,29TH ST \ MISSION ST,37.74403763,-122.4208937,,inf,0,0,12
380,Tuesday,Fraud,29TH ST \ DOLORES ST,37.74383822,-122.4243849,85,0,1,16,11
381,Wednesday,Larceny Theft,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,,inf,0,0,12
382,Tuesday,Burglary,29TH ST \ MISSION ST,37.74403763,-122.4208937,50,0,1,1,12
383,Saturday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,89,0,1,12,9
384,Wednesday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,83,0,1,5,12
385,Wednesday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,43,0,1,1,12
386,Monday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,71,0,1,6,12
387,Wednesday,Disorderly Conduct,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,89,0,1,21,12
388,Monday,Malicious Mischief,29TH ST \ MISSION ST,37.74403763,-122.4208937,59,0,1,18,4
389,Friday,Vandalism,29TH ST \ DIAMOND ST,37.74316145,-122.435559,41,0,1,4,9
390,Friday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,42,0,1,5,12
391,Wednesday,Motor Vehicle Theft,29TH ST \ DOLORES ST,37.74383822,-122.4243849,67,0,1,9,4
392,Saturday,Miscellaneous Investigation,29TH ST \ DIAMOND ST,37.74316145,-122.435559,27,0,1,1,6
393,Sunday,Larceny Theft,29TH ST \ CASTRO ST \ DAY ST,37.743296,-122.4333195,70,0,1,14,12
394,Wednesday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,,0,1,0,12
395,Wednesday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,36,0,1,6,9
396,Friday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,61,0,1,4,11
397,Thursday,Recovered Vehicle,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,36,0,1,12,12
398,Monday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,78,0,1,4,12
399,Saturday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,29,0,1,3,9
400,Friday,Recovered Vehicle,29TH ST \ NOE ST,37.74343074,-122.4311003,87,0,1,7,12
401,Saturday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,56,0,1,5,11
402,Monday,Motor Vehicle Theft,29TH ST \ CHURCH ST,37.74369958,-122.4266704,82,0,1,4,11
403,Tuesday,Drug Offense,29TH ST \ CHURCH ST,37.74369958,-122.4266704,39,0,1,3,4
404,Tuesday,Larceny Theft,29TH ST \ DIAMOND ST,37.74316145,-122.435559,46,0,1,4,12
405,Sunday,Fraud,29TH ST \ MISSION ST,37.74403763,-122.4208937,78,0,1,3,-1
406,Tuesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,81,0,1,11,12
407,Tuesday,Burglary,29TH ST \ MISSION ST,37.74403763,-122.4208937,83,0,1,11,4
408,Sunday,Fraud,29TH ST \ DIAMOND ST,37.74316145,-122.435559,76,0,1,6,9
409,Tuesday,Motor Vehicle Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,89,0,1,12,-1
410,Monday,Larceny Theft,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,86,0,1,8,-1
411,Wednesday,Malicious Mischief,29TH ST \ MISSION ST,37.74403763,-122.4208937,38,0,1,1,12
412,Saturday,Malicious Mischief,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,92,0,1,7,9
413,Wednesday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,93,0,1,16,11
414,Friday,Burglary,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,94,0,1,9,4
415,Tuesday,Malicious Mischief,29TH ST \ DIAMOND ST,37.74316145,-122.435559,,inf,0,0,4
416,Tuesday,Malicious Mischief,29TH ST \ DIAMOND ST,37.74316145,-122.435559,85,0,1,16,12
417,Thursday,Robbery,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,,inf,0,0,-1
418,Saturday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,50,0,1,1,9
419,Wednesday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,89,0,1,12,-1
420,Wednesday,Fraud,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,83,0,1,5,11
421,Saturday,Larceny Theft,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,43,0,1,1,12
422,Monday,Recovered Vehicle,29TH ST \ MISSION ST,37.74403763,-122.4208937,71,0,1,6,-1
423,Tuesday,Motor Vehicle Theft,29TH ST \ DOLORES ST,37.74383822,-122.4243849,89,0,1,21,12
424,Tuesday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,40,0,1,2,-1
425,Tuesday,Drug Offense,29TH ST \ CHURCH ST,37.74369958,-122.4266704,39,0,1,3,12
426,Tuesday,Larceny Theft,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,82,0,1,4,12
427,Wednesday,Non-Criminal,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,24,0,1,2,-1
428,Friday,Motor Vehicle Theft,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,76,0,1,6,11
429,Friday,Larceny Theft,29TH ST \ SANCHEZ ST,37.74356534,-122.4288827,32,0,1,1,9
430,Tuesday,Larceny Theft,29TH ST \ NOE ST,37.74343074,-122.4311003,42,0,1,3,4
431,Monday,Offences Against The Family And Children,29TH ST \ DIAMOND ST,37.74316145,-122.435559,26,0,1,1,11
432,Saturday,Malicious Mischief,29TH ST \ CHURCH ST,37.74369958,-122.4266704,78,0,1,6,-1
433,Tuesday,Recovered Vehicle,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,41,0,1,2,12
434,Tuesday,Larceny Theft,29TH ST \ DOLORES ST,37.74383822,-122.4243849,68,0,1,3,9
435,Saturday,Lost Property,29TH ST \ NOE ST,37.74343074,-122.4311003,33,0,1,4,12
436,Saturday,Burglary,29TH ST \ TIFFANY AVE,37.74397945,-122.4219768,60,0,1,3,4
437,Tuesday,Assault,29TH ST \ DIAMOND ST,37.74316145,-122.435559,58,0,1,4,12
438,Sunday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,71,0,1,3,9
439,Thursday,Forgery And Counterfeiting,29TH ST \ NOE ST,37.74343074,-122.4311003,36,0,1,1,4
440,Tuesday,Malicious Mischief,29TH ST \ DIAMOND ST,37.74316145,-122.435559,54,0,1,1,12
441,Friday,Recovered Vehicle,29TH ST \ MISSION ST,37.74403763,-122.4208937,43,0,1,1,12
442,Friday,Larceny Theft,29TH ST \ MISSION ST,37.74403763,-122.4208937,,inf,0,0,12
443,Tuesday,Motor Vehicle Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,33,0,1,3,12
444,Thursday,Larceny Theft,29TH ST \ SAN JOSE AVE,37.74394224,-122.4226694,47,0,1,2,9
445,Monday,Larceny Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,42,0,1,3,11
446,Thursday,Weapons Offense,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,73,0,1,8,11
447,Monday,Non-Criminal,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,60,0,1,3,11
448,Monday,Suspicious Occ,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,33,0,1,4,9
449,Saturday,Larceny Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,58,0,1,4,9
450,Saturday,Larceny Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,45,0,1,4,11
451,Sunday,Other Miscellaneous,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,65,0,1,5,11
452,Saturday,Burglary,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,34,0,1,3,12
453,Monday,Burglary,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,41,0,1,2,12
454,Tuesday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,68,0,1,3,12
455,Wednesday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,40,0,1,2,9
456,Sunday,Larceny Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,39,0,1,3,12
457,Sunday,Assault,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,82,0,1,4,12
458,Sunday,Assault,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,45,0,1,2,12
459,Sunday,Other Miscellaneous,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,24,0,1,2,12
460,Tuesday,Larceny Theft,VALLEY ST \ DOLORES ST,37.744636,-122.4244592,42,0,1,3,11
461,Friday,Non-Criminal,VALLEY ST \ CHURCH ST,37.74449741,-122.4267462,76,0,1,6,12
462,Saturday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,32,0,1,1,11
463,Saturday,Larceny Theft,VALLEY ST \ CHURCH ST,37.74449741,-122.4267462,78,0,1,6,11
464,Saturday,Larceny Theft,VALLEY ST \ CHURCH ST,37.74449741,-122.4267462,26,0,1,1,11
465,Friday,Larceny Theft,VALLEY ST \ CHURCH ST,37.74449741,-122.4267462,67,0,1,6,6
466,Saturday,Larceny Theft,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,32,0,1,1,6
467,Friday,Motor Vehicle Theft,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,73,0,1,8,11
468,Friday,Burglary,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,36,0,1,5,6
469,Monday,Motor Vehicle Theft,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,47,0,1,2,6
470,Monday,Burglary,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,42,0,1,3,6
471,Monday,Motor Vehicle Theft,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,60,0,1,3,12
472,Wednesday,Larceny Theft,VALLEY ST \ DOLORES ST,37.744636,-122.4244592,33,0,1,4,12
473,Tuesday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,58,0,1,4,12
474,Wednesday,Motor Vehicle Theft,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,45,0,1,4,11
475,Saturday,Larceny Theft,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,65,0,1,5,11
476,Wednesday,Larceny Theft,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,34,0,1,3,11
477,Monday,Larceny Theft,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,41,0,1,2,9
478,Saturday,Larceny Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,68,0,1,3,9
479,Sunday,Suspicious Occ,VALLEY ST \ NOE ST,37.74424514,-122.4311798,40,0,1,2,4
480,Wednesday,Offences Against The Family And Children,VALLEY ST \ DIAMOND ST,37.74400035,-122.4356032,39,0,1,3,4
481,Wednesday,Fraud,VALLEY ST \ DIAMOND ST,37.74400035,-122.4356032,82,0,1,4,12
482,Monday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,45,0,1,2,6
483,Sunday,Other Miscellaneous,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,24,0,1,2,9
484,Friday,Malicious Mischief,VALLEY ST \ NOE ST,37.74424514,-122.4311798,42,0,1,3,12
485,Wednesday,Larceny Theft,VALLEY ST \ DOLORES ST,37.744636,-122.4244592,76,0,1,6,12
486,Tuesday,Motor Vehicle Theft,VALLEY ST \ DOLORES ST,37.744636,-122.4244592,32,0,1,1,9
487,Wednesday,Non-Criminal,VALLEY ST \ NOE ST,37.74424514,-122.4311798,78,0,1,6,9
488,Wednesday,Non-Criminal,VALLEY ST \ NOE ST,37.74424514,-122.4311798,26,0,1,1,9
489,Saturday,Larceny Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,67,0,1,6,12
490,Monday,Burglary,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,32,0,1,1,12
491,Friday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,73,0,1,8,12
492,Friday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,36,0,1,5,6
493,Sunday,Burglary,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,47,0,1,2,6
494,Wednesday,Burglary,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,42,0,1,3,12
495,Saturday,Non-Criminal,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,60,0,1,3,12
496,Wednesday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,33,0,1,4,12
497,Tuesday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,58,0,1,4,9
498,Saturday,Other Miscellaneous,VALLEY ST \ NOE ST,37.74424514,-122.4311798,45,0,1,4,12
499,Sunday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,65,0,1,5,12
500,Tuesday,Burglary,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,34,0,1,3,12
501,Monday,Larceny Theft,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,41,0,1,2,4
502,Wednesday,Suspicious Occ,VALLEY ST \ DIAMOND ST,37.74400035,-122.4356032,68,0,1,3,12
503,Thursday,Burglary,VALLEY ST \ DOLORES ST,37.744636,-122.4244592,40,0,1,2,4
504,Saturday,Fraud,VALLEY ST \ DIAMOND ST,37.74400035,-122.4356032,39,0,1,3,6
505,Wednesday,Larceny Theft,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,82,0,1,4,9
506,Thursday,Malicious Mischief,VALLEY ST \ NOE ST,37.74424514,-122.4311798,45,0,1,2,11
507,Monday,Larceny Theft,VALLEY ST \ CHURCH ST,37.74449741,-122.4267462,24,0,1,2,6
508,Friday,Motor Vehicle Theft,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,42,0,1,3,6
509,Wednesday,Larceny Theft,VALLEY ST \ CASTRO ST,37.74411574,-122.4333946,76,0,1,6,9
510,Tuesday,Larceny Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,32,0,1,1,11
511,Wednesday,Larceny Theft,VALLEY ST \ SANCHEZ ST,37.74436324,-122.4289595,78,0,1,6,9
512,Thursday,Motor Vehicle Theft,VALLEY ST \ NOE ST,37.74424514,-122.4311798,26,0,1,1,12
513,Monday,Missing Person,VALLEY ST \ SAN JOSE AVE,37.7447588,-122.4224388,67,0,1,6,9
